label,nr_errors,total,perc. errors
paymentAccepted,0.0,3,0.0
DateTime,0.0,3,0.0
Book/name,4.0,32,0.125
ItemList,4.0,10,0.4
Boolean,2.0,8,0.25
IdentifierAT,10.0,17,0.5882352941176471
Person/name,2.0,15,0.13333333333333333
Movie/description,0.0,11,0.0
Number,9.0,20,0.45
priceRange,2.0,10,0.2
Mass,3.0,29,0.10344827586206896
BookFormatType,3.0,23,0.13043478260869565
Movie/name,2.0,32,0.0625
DeliveryMethod,0.0,10,0.0
postalCode,0.0,1,0.0
PostalAddress,1.0,1,1.0
weight,11.0,40,0.275
ItemAvailability,2.0,28,0.07142857142857142
currency,0.0,31,0.0
Recipe/name,0.0,10,0.0
URL,3.0,21,0.14285714285714285
unitCode,9.0,13,0.6923076923076923
DayOfWeek,1.0,6,0.16666666666666666
OfferItemCondition,0.0,21,0.0
unitText,0.0,10,0.0
Energy,5.0,14,0.35714285714285715
Country,2.0,4,0.5
addressLocality,1.0,2,0.5
Product/name,5.0,38,0.13157894736842105
ProductModel,4.0,10,0.4
streetAddress,0.0,1,0.0
Distance,2.0,25,0.08
Review,5.0,25,0.2
Date,7.0,26,0.2692307692307692
Photograph,5.0,18,0.2777777777777778
Book/description,0.0,11,0.0
Recipe/description,2.0,12,0.16666666666666666
QuantitativeValue,9.0,11,0.8181818181818182
Product/description,3.0,17,0.17647058823529413
Language,0.0,24,0.0
Time,7.0,16,0.4375
telephone,1.0,3,0.3333333333333333
Duration,21.0,41,0.5121951219512195
Brand,1.0,11,0.09090909090909091
price,6.0,30,0.2
openingHours,2.0,5,0.4
Rating,1.0,20,0.05
category,2.0,23,0.08695652173913043
Restaurant/name,0.0,21,0.0
RestrictedDiet,2.0,11,0.18181818181818182
