label,nr_errors,total,perc. errors
postalCode,0.0,1,0.0
Book/name,9.0,32,0.28125
DeliveryMethod,4.0,10,0.4
Brand,3.0,11,0.2727272727272727
Review,8.0,25,0.32
streetAddress,1.0,1,1.0
OfferItemCondition,18.0,21,0.8571428571428571
Recipe/description,0.0,12,0.0
Product/name,5.0,38,0.13157894736842105
Movie/description,0.0,11,0.0
Restaurant/name,0.0,21,0.0
unitCode,12.0,13,0.9230769230769231
Distance,21.0,25,0.84
weight,22.0,40,0.55
unitText,8.0,10,0.8
Energy,8.0,14,0.5714285714285714
telephone,0.0,3,0.0
Language,8.0,24,0.3333333333333333
Country,3.0,4,0.75
paymentAccepted,0.0,3,0.0
DateTime,1.0,3,0.3333333333333333
IdentifierAT,4.0,17,0.23529411764705882
DayOfWeek,3.0,6,0.5
addressLocality,1.0,2,0.5
Book/description,1.0,11,0.09090909090909091
Product/description,0.0,17,0.0
PostalAddress,1.0,1,1.0
category,16.0,23,0.6956521739130435
Rating,2.0,20,0.1
Person/name,5.0,15,0.3333333333333333
openingHours,1.0,5,0.2
ItemList,5.0,10,0.5
Duration,2.0,41,0.04878048780487805
Mass,10.0,29,0.3448275862068966
QuantitativeValue,9.0,11,0.8181818181818182
currency,6.0,31,0.1935483870967742
URL,2.0,21,0.09523809523809523
ItemAvailability,9.0,28,0.32142857142857145
RestrictedDiet,2.0,11,0.18181818181818182
Date,0.0,26,0.0
ProductModel,6.0,10,0.6
Number,17.0,20,0.85
price,5.0,30,0.16666666666666666
priceRange,3.0,10,0.3
Boolean,2.0,8,0.25
Recipe/name,0.0,10,0.0
Movie/name,2.0,32,0.0625
Time,13.0,16,0.8125
Photograph,1.0,18,0.05555555555555555
BookFormatType,8.0,23,0.34782608695652173
