label,nr_errors,total,perc. errors
Restaurant/name,1.0,21,0.047619047619047616
price,5.0,30,0.16666666666666666
PostalAddress,0.0,1,0.0
Book/name,1.0,32,0.03125
DateTime,0.0,3,0.0
DeliveryMethod,0.0,10,0.0
QuantitativeValue,9.0,11,0.8181818181818182
Brand,0.0,11,0.0
IdentifierAT,10.0,17,0.5882352941176471
RestrictedDiet,4.0,11,0.36363636363636365
Language,0.0,24,0.0
OfferItemCondition,3.0,21,0.14285714285714285
category,1.0,23,0.043478260869565216
Product/description,5.0,17,0.29411764705882354
DayOfWeek,1.0,6,0.16666666666666666
Distance,8.0,25,0.32
addressLocality,0.0,2,0.0
Book/description,1.0,11,0.09090909090909091
URL,4.0,21,0.19047619047619047
Rating,1.0,20,0.05
unitText,3.0,10,0.3
Movie/name,1.0,32,0.03125
Time,9.0,16,0.5625
ProductModel,6.0,10,0.6
Number,9.0,20,0.45
weight,9.0,40,0.225
Recipe/description,5.0,12,0.4166666666666667
priceRange,2.0,10,0.2
Review,7.0,25,0.28
Boolean,2.0,8,0.25
BookFormatType,0.0,23,0.0
Photograph,10.0,18,0.5555555555555556
streetAddress,1.0,1,1.0
Product/name,4.0,38,0.10526315789473684
Energy,3.0,14,0.21428571428571427
Date,11.0,26,0.4230769230769231
telephone,0.0,3,0.0
openingHours,2.0,5,0.4
Mass,14.0,29,0.4827586206896552
Movie/description,0.0,11,0.0
currency,2.0,31,0.06451612903225806
paymentAccepted,1.0,3,0.3333333333333333
Duration,21.0,41,0.5121951219512195
Recipe/name,0.0,10,0.0
Country,2.0,4,0.5
ItemList,4.0,10,0.4
unitCode,12.0,13,0.9230769230769231
postalCode,0.0,1,0.0
Person/name,4.0,15,0.26666666666666666
ItemAvailability,2.0,28,0.07142857142857142
